Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90
4,383,235,383,234,383,233,383,234,384,234,383,234,383,234,383,234,383,233,383,233,383,232,383,233,382,233,382,234,382,234,382,234,382,234,382,234,382,234,382,234,382,234,382,234,382,233,382,234,382,234,382,234,381,234,381,233,381,233,380,233,380,233,380,233,380,233,380,234,380,234,381,233,381,234
61,334,309,334,310,332,310,334,310,334,309,332,309,333,309,332,309,333,309,334,309,334,308,334,308,332,309,333,310,332,310,332,310,331,311,331,311,332,311,331,311,332,310,332,310,332,310,332,310,332,309,332,309,332,309,332,309,331,309,332,309,331,308,331,308,332,308,332,307,332,307,331,306,332,307
146,338,317,338,317,337,319,339,318,338,318,337,318,337,318,337,318,338,319,338,318,338,318,338,318,337,319,337,319,337,320,337,320,336,321,335,321,336,320,336,320,336,320,336,320,336,319,337,319,337,318,337,318,337,318,336,318,336,317,336,317,336,316,336,316,336,315,336,315,336,314,336,314,337,314
91,345,325,345,325,344,328,345,327,345,328,344,327,344,328,344,328,345,328,345,328,345,328,345,328,343,329,344,329,343,329,343,330,342,330,342,330,343,330,343,330,343,329,343,329,343,328,343,328,344,328,344,328,343,327,343,327,343,326,343,325,342,324,343,323,343,322,343,323,343,322,343,321,344,321
181,355,334,356,333,354,338,356,336,356,337,355,337,355,337,354,337,355,338,355,338,355,337,355,338,353,339,354,339,354,339,354,340,353,340,353,340,353,340,353,340,353,339,354,339,354,338,354,338,354,337,354,337,354,336,354,336,353,334,354,333,353,332,353,332,353,331,353,331,354,330,353,329,355,329
84,369,340,370,338,369,344,370,342,370,343,369,343,369,344,369,344,369,344,369,344,369,344,369,344,368,345,368,346,368,346,368,346,367,347,367,347,368,347,367,347,368,345,368,345,368,344,368,344,368,344,368,343,368,343,368,342,367,340,367,339,367,338,367,337,367,336,367,336,367,335,367,335,369,334
17,385,341,386,339,386,346,387,343,387,345,386,344,386,345,386,345,386,345,386,345,386,345,386,345,385,347,386,347,385,347,385,348,385,348,385,348,385,348,385,348,385,346,385,346,385,345,385,345,386,345,386,344,385,344,385,343,384,341,384,340,383,339,384,338,383,337,384,338,383,336,383,336,385,335
314,401,338,402,336,403,342,403,340,403,341,403,340,403,341,403,341,403,342,403,342,403,342,403,342,401,343,402,343,402,344,402,344,401,345,401,345,402,345,402,344,402,343,402,343,402,342,402,342,402,341,402,341,402,340,402,340,400,338,400,337,399,336,399,335,399,334,399,335,399,333,399,333,400,332
405,413,331,415,329,415,334,416,332,416,333,415,333,415,333,415,333,415,334,415,333,415,334,415,334,414,335,415,335,415,336,414,336,414,337,414,337,415,336,414,336,414,335,414,335,415,334,415,334,415,333,415,333,414,333,414,332,413,331,413,330,412,329,412,328,411,327,412,328,411,326,411,326,413,326
321,422,322,423,320,424,324,424,322,424,322,424,322,424,322,424,322,423,323,423,323,423,323,423,323,422,324,423,324,423,325,423,325,422,326,422,326,423,325,423,325,423,324,423,324,423,323,423,323,423,323,423,323,423,322,423,322,422,321,421,320,420,320,420,319,419,318,420,319,420,318,420,317,422,317
375,427,313,428,311,429,314,429,312,429,312,428,312,428,312,428,312,428,312,428,312,427,313,427,313,427,314,427,314,428,315,427,315,427,315,427,315,428,315,427,315,427,314,427,314,428,313,428,313,428,312,428,313,428,312,427,312,427,312,427,311,425,311,425,311,425,310,426,311,426,310,425,309,427,309
291,430,305,432,303,432,304,432,303,432,302,432,302,432,302,432,302,431,302,431,302,430,302,430,302,430,304,430,304,431,304,430,305,430,305,430,305,431,304,431,304,431,304,431,304,431,303,431,303,431,303,431,303,431,303,431,302,430,303,430,303,429,303,429,303,428,303,429,303,429,302,429,302,431,302
61,334,309,334,310,332,310,334,310,334,309,332,309,333,309,332,309,334,309,333,309,334,309,334,308,332,309,333,310,332,310,332,310,331,311,331,311,332,311,332,311,332,310,332,310,332,310,332,310,332,309,332,309,332,309,332,309,331,309,331,309,331,308,331,308,332,308,332,307,332,307,331,306,332,307
185,338,303,338,303,337,302,338,302,338,301,336,301,337,301,336,301,337,301,337,301,338,300,337,300,336,301,337,302,336,302,336,302,335,303,335,303,336,302,335,303,336,302,336,302,336,302,336,302,336,301,336,302,336,302,336,301,335,302,335,302,335,302,335,301,335,301,335,301,335,301,335,300,336,301
40,345,297,345,298,344,296,345,297,345,296,343,296,344,295,343,296,344,295,344,295,344,294,344,294,343,295,343,295,343,296,343,296,342,297,342,297,343,296,343,297,343,297,343,297,343,296,343,296,343,296,343,296,343,296,343,295,342,296,342,297,342,297,342,296,342,296,342,296,342,296,342,295,343,296
39,354,291,354,291,353,290,354,290,354,289,353,290,353,289,353,289,353,289,353,288,353,287,353,287,352,288,352,288,352,289,352,289,351,290,351,290,352,290,352,290,352,290,352,290,352,290,352,290,352,289,352,289,352,290,352,289,351,290,352,290,351,290,351,290,351,290,352,290,352,290,352,289,353,291
37,369,286,369,286,368,285,369,285,369,284,368,284,368,283,368,284,368,283,368,283,368,281,368,281,367,282,367,283,367,284,367,284,367,284,367,284,367,284,367,284,367,284,367,285,367,284,367,284,367,284,367,284,367,284,367,284,367,285,367,285,366,285,366,285,366,285,366,285,367,285,367,284,368,286
0,383,287,384,287,384,285,384,285,384,284,384,285,384,284,384,284,384,283,384,283,383,281,383,282,382,283,383,283,383,284,383,284,382,285,382,285,383,284,382,285,383,285,383,285,383,285,383,285,383,285,383,285,382,285,382,284,382,285,382,286,381,286,381,286,381,286,381,286,381,286,381,285,383,287
267,398,284,399,284,399,283,399,282,399,282,398,282,399,281,398,282,398,281,398,281,398,279,398,279,397,281,398,281,398,282,398,282,397,283,397,282,398,282,397,282,397,282,398,283,398,282,398,282,398,282,398,282,397,282,397,282,396,283,396,283,396,284,396,283,395,283,396,283,396,283,396,283,397,284
269,412,288,413,288,413,286,414,286,414,285,413,286,413,285,413,285,413,284,413,284,413,283,413,283,412,285,412,285,412,286,412,286,412,286,412,286,412,286,412,286,412,286,412,286,412,286,413,286,412,285,413,285,412,286,412,285,411,286,411,287,410,287,410,287,410,287,410,287,410,287,410,286,412,287
270,420,294,422,293,422,292,422,291,422,290,422,291,422,290,422,290,421,290,421,290,421,289,421,289,420,290,421,291,421,292,420,292,420,292,420,292,421,291,420,292,420,291,421,292,421,291,421,291,421,291,421,291,421,291,420,291,420,292,420,292,419,293,419,292,418,292,419,292,419,292,419,291,421,292
409,426,298,428,297,428,297,428,296,428,295,428,295,428,295,428,295,427,295,427,295,427,295,427,295,426,296,427,296,427,297,426,297,426,297,427,297,427,297,427,297,427,297,427,297,427,296,427,296,427,295,427,296,427,296,427,295,426,296,426,297,425,297,425,297,425,297,426,297,426,296,425,296,427,296
291,430,305,432,303,432,304,432,303,432,302,432,302,432,302,432,302,431,302,431,302,430,302,430,302,430,304,430,304,431,304,430,305,430,305,430,305,431,304,430,304,431,304,431,304,431,303,431,303,431,302,431,303,431,303,431,302,430,303,430,303,429,303,429,303,428,303,429,303,429,302,429,302,431,302
78,341,308,341,309,340,309,342,309,341,308,340,308,340,308,340,308,341,308,341,308,342,308,341,307,340,308,341,309,340,309,340,309,339,310,339,310,339,310,339,310,339,309,339,309,339,309,340,309,340,308,340,308,340,308,339,308,339,308,339,308,338,307,339,307,339,306,339,306,339,306,339,305,339,306
95,348,314,348,314,347,316,348,315,348,316,347,315,347,316,347,316,348,316,348,316,348,316,348,316,347,316,348,317,347,317,347,318,346,318,345,318,346,318,346,318,346,317,346,317,346,316,346,317,347,316,347,316,346,315,346,315,346,314,346,313,345,313,345,312,345,311,346,312,345,311,345,310,346,310
88,353,317,353,316,352,320,354,319,354,319,352,319,353,319,352,320,353,320,353,320,354,320,354,320,352,320,353,321,352,321,352,322,351,322,351,322,352,322,352,322,352,321,352,321,352,320,352,320,352,320,352,320,352,319,352,319,351,317,351,316,350,315,351,315,351,314,351,314,351,313,351,313,352,312
178,361,319,362,318,361,324,362,321,362,323,361,322,361,323,361,323,362,323,362,323,362,323,362,323,361,324,361,325,361,325,361,326,360,326,360,326,360,326,360,326,360,324,360,324,361,324,361,324,361,323,361,323,360,322,360,322,360,320,360,319,359,318,359,317,359,316,360,316,359,315,359,315,360,314
87,372,321,373,319,372,326,373,323,373,325,372,324,372,325,372,325,372,326,372,326,372,325,372,326,371,327,372,327,371,328,371,328,371,328,370,329,371,329,371,328,371,327,371,327,371,326,371,326,371,325,371,325,371,324,371,324,370,321,370,320,370,319,370,319,370,317,370,318,370,316,370,316,371,315
14,384,321,385,319,385,326,386,324,386,325,385,325,385,326,385,326,385,326,385,326,385,326,385,326,384,327,385,328,384,328,384,329,384,329,384,329,384,329,384,329,384,327,384,327,384,326,384,326,385,326,385,326,384,325,384,324,383,322,383,321,382,319,382,319,382,317,383,318,382,316,382,317,384,315
317,396,320,397,317,398,324,398,322,398,323,397,323,398,323,398,323,398,324,398,324,397,324,397,324,396,325,397,326,397,326,397,327,396,327,396,327,397,327,397,327,397,325,397,325,397,324,397,324,397,324,397,323,397,323,396,322,395,320,395,319,394,318,394,317,394,316,395,317,394,315,394,315,396,314
402,405,317,407,315,407,321,407,318,408,320,407,319,407,320,407,320,407,320,407,320,407,320,407,320,405,322,406,322,406,322,406,323,406,323,406,323,406,323,406,323,406,321,406,321,406,320,407,320,406,320,407,320,406,319,406,319,405,317,405,316,404,315,404,314,403,313,404,314,404,312,404,313,406,311
318,413,314,414,312,415,316,415,314,415,315,414,315,414,315,414,315,414,316,414,316,414,316,414,316,413,317,413,317,413,318,413,318,413,319,413,319,414,318,413,318,413,317,413,317,414,316,414,316,414,316,414,315,414,315,413,315,413,313,413,313,412,312,412,311,411,311,412,311,412,310,412,310,413,309
324,417,311,419,309,419,312,419,310,419,311,419,311,419,311,419,311,418,311,418,311,418,311,418,311,417,313,417,313,418,313,417,314,417,314,417,314,418,314,417,313,418,313,418,313,418,312,418,312,418,311,418,311,418,311,418,311,417,310,417,309,416,309,416,308,416,308,416,308,416,307,416,307,418,307
308,422,305,424,303,424,304,424,303,424,303,424,303,424,302,424,303,423,303,423,303,423,303,423,303,422,304,423,304,423,305,422,305,423,305,423,305,423,305,423,305,423,304,423,304,424,303,424,303,423,303,424,303,423,303,423,303,422,303,422,303,422,303,422,303,421,303,422,302,422,302,421,302,424,302
78,341,308,341,309,340,309,341,309,341,308,340,308,340,308,340,308,341,308,341,308,342,308,341,308,340,308,341,309,340,309,340,309,339,310,339,310,339,310,339,310,339,309,339,309,339,309,339,309,340,308,340,308,339,308,339,308,339,308,339,308,338,307,339,307,339,306,339,306,339,306,339,305,339,306
