Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90
4,405,258,406,256,407,256,407,256,406,255,406,256,406,255,406,255,405,254,405,254,407,256,407,255,406,255,406,255,406,254,406,254,406,255,405,254,405,255,405,255,404,255,405,255,404,254,404,254,404,253,404,252,404,251,405,251,405,251,405,251,405,251,405,250,405,250,405,250,406,250,406,251,406,251,406,251,406,251,406,251,405,250,404,250,404,251,404,251,403,249,403,248,403,248,402,248,402,249,402,248,401,249,401,248,401,248,401,248,400,247,401,247,401,247,401,246,400,247,400,247,399,248,399,247,399,247,399,247,399,247,399,247,399,246,399,246,399,246,399,246,399,247,400,248,399,249,398,249,399,250,400,250
61,341,335,341,335,341,336,341,335,341,336,341,336,341,336,341,335,341,336,340,336,340,336,340,334,340,335,340,335,340,335,340,335,340,335,340,334,340,335,340,334,339,334,339,334,339,333,339,333,340,334,340,334,340,334,339,333,340,332,339,333,338,333,339,332,339,331,338,332,340,331,340,331,341,331,340,331,340,331,340,330,339,331,337,331,336,331,335,330,336,329,335,328,334,327,334,327,333,328,333,328,332,328,333,329,333,329,332,329,333,329,334,329,334,328,334,327,334,327,335,327,335,327,334,327,334,326,334,326,334,326,333,326,334,326,333,325,334,325,333,325,333,325,334,326,333,326,333,327,333,327,334,327
146,346,344,346,344,347,344,346,344,347,344,346,344,346,344,346,343,346,344,346,344,346,344,346,343,346,343,346,343,345,343,345,343,345,343,345,342,345,343,345,342,345,342,345,342,345,341,345,342,345,343,345,344,345,343,345,343,345,342,344,344,343,344,344,343,344,342,343,344,345,342,346,342,346,343,345,342,345,342,345,341,344,342,343,342,342,342,341,342,342,340,341,340,340,339,340,339,339,340,338,340,338,340,338,340,338,340,338,341,339,340,340,340,340,339,340,338,340,337,340,337,340,336,340,335,340,335,340,334,339,334,339,334,340,334,339,334,340,334,339,334,339,334,340,334,339,335,339,336,339,336,339,336
91,354,353,354,353,355,352,354,352,355,353,354,353,354,353,354,352,354,352,354,353,354,352,354,351,354,352,354,352,354,352,354,351,354,352,353,351,353,351,353,351,353,351,353,351,353,350,353,351,353,352,353,354,353,354,352,353,353,353,352,355,351,355,352,354,352,353,351,356,353,354,353,354,353,355,353,354,352,354,353,353,352,353,351,354,350,353,350,353,350,351,349,352,348,351,348,351,347,352,347,352,347,352,347,352,347,352,347,353,347,352,348,352,348,351,348,349,348,348,349,347,349,345,348,344,349,344,348,343,348,343,348,343,349,343,348,343,348,343,348,343,348,343,348,344,347,344,348,345,348,346,348,346
181,367,363,367,363,367,363,367,362,367,364,367,363,367,364,367,362,366,363,366,362,367,362,367,362,367,363,367,362,366,362,367,361,367,361,366,360,366,361,366,360,366,361,366,361,365,360,366,361,366,363,365,365,365,365,365,365,365,364,364,367,364,367,365,365,364,365,364,368,365,366,365,367,365,367,365,366,364,367,365,365,364,365,364,366,363,365,363,365,363,363,362,364,361,363,361,364,360,364,360,364,360,365,360,364,360,364,360,365,360,364,361,364,361,363,361,361,361,359,361,358,361,356,361,355,361,354,361,353,361,353,361,352,362,352,361,354,361,354,361,353,361,354,361,354,360,355,361,356,361,356,361,356
84,383,370,384,370,384,370,384,369,384,370,384,370,383,371,384,369,383,369,383,370,384,369,384,368,384,369,384,368,383,369,383,367,383,368,383,367,383,368,383,367,382,368,382,367,382,367,382,368,382,370,382,372,382,372,382,372,382,372,381,375,381,376,382,373,382,373,381,376,382,374,382,375,382,375,382,375,381,375,381,374,381,373,381,374,381,373,380,373,381,371,380,372,379,371,379,372,378,372,378,372,377,373,378,372,378,372,377,373,377,372,378,372,378,371,378,369,378,367,378,365,378,363,378,361,378,360,378,360,378,359,378,359,378,359,378,360,378,360,378,360,378,360,378,361,377,362,377,363,378,363,378,363
17,403,372,404,372,404,371,404,371,404,372,404,371,403,372,403,370,403,371,403,371,404,371,404,370,404,371,403,370,403,371,403,369,403,370,403,368,402,370,402,369,402,370,402,369,401,369,402,370,402,372,402,374,402,374,402,374,402,374,402,377,402,377,402,375,402,375,402,378,403,377,403,377,402,378,402,377,402,377,402,376,402,375,402,376,402,375,402,375,402,372,401,374,400,373,400,374,399,374,399,374,399,375,399,374,399,374,399,375,399,374,399,374,399,373,399,371,398,369,398,367,398,364,397,363,397,362,397,361,397,361,398,361,398,361,398,362,398,362,398,362,398,362,398,362,397,364,397,365,398,365,398,365
314,422,369,423,369,423,369,423,368,423,369,423,369,422,370,422,368,422,368,422,369,423,368,423,367,423,368,422,367,422,368,422,366,422,367,421,366,421,367,420,366,420,367,420,367,420,366,421,368,421,369,421,371,422,371,421,371,421,371,422,374,422,374,422,372,422,372,422,375,422,373,422,374,422,374,421,374,421,374,421,372,421,372,422,372,422,371,422,371,422,369,421,370,420,369,420,370,420,371,420,371,419,371,419,370,419,371,419,371,419,370,419,370,419,369,419,368,418,365,418,364,416,362,416,360,416,359,416,358,416,358,417,358,417,357,417,359,417,359,417,359,417,359,417,359,417,361,416,362,417,362,417,362
405,437,361,438,361,438,361,438,361,438,362,438,361,438,362,437,360,437,361,437,361,438,360,438,360,438,360,437,360,437,361,437,359,437,360,437,359,436,360,436,359,435,359,436,359,435,359,436,360,436,361,436,363,437,363,436,363,436,362,437,365,437,365,437,363,437,363,437,366,437,364,437,364,436,365,436,365,436,365,435,363,436,363,437,363,437,362,438,362,437,360,437,361,436,360,436,361,435,361,435,361,435,362,435,361,435,361,435,362,434,361,434,361,434,360,434,359,433,357,433,356,431,354,431,353,431,352,431,351,431,351,432,350,432,350,433,351,433,351,433,351,433,351,432,352,432,353,432,354,433,354,433,354
321,448,350,449,350,449,350,449,350,449,351,448,350,448,351,448,350,448,350,448,350,449,350,449,349,449,350,448,349,448,350,448,349,448,349,447,348,447,349,446,349,446,349,446,349,446,348,446,349,447,350,446,351,447,351,447,351,447,350,447,352,447,353,447,351,447,350,447,353,446,351,446,351,445,352,445,352,445,352,445,351,445,350,448,350,448,349,448,349,448,347,448,348,446,347,446,347,446,348,446,348,445,348,446,348,446,348,446,349,445,348,445,348,445,347,444,346,444,345,443,344,442,343,442,342,442,341,442,341,442,340,444,340,443,340,444,341,444,340,444,341,444,341,444,341,443,342,443,343,444,343,444,343
