Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90,Coordinate 91,Coordinate 92,Coordinate 93,Coordinate 94,Coordinate 95,Coordinate 96,Coordinate 97,Coordinate 98,Coordinate 99,Coordinate 100,Coordinate 101,Coordinate 102,Coordinate 103,Coordinate 104,Coordinate 105,Coordinate 106,Coordinate 107,Coordinate 108,Coordinate 109,Coordinate 110,Coordinate 111,Coordinate 112,Coordinate 113,Coordinate 114,Coordinate 115,Coordinate 116,Coordinate 117,Coordinate 118,Coordinate 119,Coordinate 120,Coordinate 121,Coordinate 122,Coordinate 123,Coordinate 124,Coordinate 125,Coordinate 126,Coordinate 127,Coordinate 128
4,377,241,380,240,379,242,378,242,379,242,379,242,380,243,380,243,379,244,380,243,379,243,379,244,380,245,379,247,380,247,380,247,380,246,379,246,379,245,379,245,378,243,377,243,377,240,376,241,376,240,376,239,375,240,376,240,376,239,376,240,377,240,377,240,377,240,377,239,376,240
61,331,320,330,320,333,321,331,322,334,323,333,323,334,324,334,324,334,325,333,324,332,325,334,324,333,327,333,328,332,328,332,328,332,328,331,328,331,327,331,327,330,327,330,326,329,325,329,324,329,323,328,323,328,323,327,323,328,323,326,322,329,321,327,321,330,320,327,319,328,320
146,335,327,334,327,336,329,335,330,338,330,337,331,338,331,337,332,337,333,337,332,335,333,337,332,336,336,337,336,336,336,335,337,336,336,335,337,335,335,334,336,333,335,334,334,333,333,333,332,333,331,331,332,332,331,331,331,332,329,331,329,333,327,332,328,334,325,332,326,333,325
91,342,333,340,334,342,337,341,338,344,338,343,339,344,339,343,340,343,342,343,340,341,342,343,341,342,345,342,345,342,346,341,346,342,345,341,347,341,344,340,346,339,344,340,342,339,341,339,341,339,340,338,340,338,339,338,339,339,337,338,337,339,334,338,336,340,332,339,334,339,331
181,352,341,351,342,352,346,351,347,354,347,353,349,353,348,353,349,352,351,353,349,350,352,353,350,351,355,352,355,352,356,352,357,352,355,351,357,351,354,350,357,349,354,350,352,349,351,349,350,349,349,348,350,349,348,348,348,349,345,348,345,350,342,349,344,351,339,350,341,350,338
84,366,346,365,348,366,352,365,353,367,352,367,354,367,354,367,355,366,357,366,355,364,359,366,356,365,362,366,361,366,362,366,364,366,362,365,364,365,361,365,364,364,360,364,358,363,357,363,357,363,356,362,356,363,354,362,354,363,350,363,351,364,347,364,349,365,343,364,347,364,342
17,383,347,381,348,383,352,382,353,384,353,384,355,384,355,383,356,383,359,383,357,381,361,383,358,383,364,383,362,383,364,384,365,383,363,383,366,382,362,382,365,381,362,381,359,381,358,380,358,380,357,379,357,380,355,380,355,380,351,380,352,380,347,381,350,381,344,381,348,380,343
314,398,344,397,345,399,349,398,351,399,350,400,352,399,352,399,353,399,355,399,353,398,357,399,354,400,360,400,359,400,360,400,361,400,359,400,362,398,358,399,361,398,358,397,356,397,355,396,354,397,353,396,354,396,351,396,352,396,348,396,348,396,344,397,347,396,341,397,345,396,340
405,410,337,409,338,410,342,410,343,411,343,412,344,411,344,411,345,411,347,410,346,410,349,411,346,412,351,412,350,413,352,413,353,412,351,412,353,411,350,411,353,410,350,410,348,409,347,409,347,409,345,408,346,408,343,409,344,408,340,409,341,408,337,410,339,408,335,410,338,408,334
321,418,328,418,329,418,331,418,332,418,332,419,333,418,334,418,335,418,337,418,335,417,339,418,336,419,340,419,339,420,340,420,341,419,340,420,342,418,339,419,341,417,339,418,337,417,336,416,336,417,334,416,335,417,333,417,333,417,331,417,331,417,328,418,330,417,326,418,328,418,326
