Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90,Coordinate 91,Coordinate 92,Coordinate 93,Coordinate 94,Coordinate 95,Coordinate 96,Coordinate 97,Coordinate 98,Coordinate 99,Coordinate 100,Coordinate 101,Coordinate 102,Coordinate 103,Coordinate 104,Coordinate 105,Coordinate 106,Coordinate 107,Coordinate 108,Coordinate 109,Coordinate 110,Coordinate 111,Coordinate 112,Coordinate 113,Coordinate 114,Coordinate 115,Coordinate 116,Coordinate 117,Coordinate 118,Coordinate 119,Coordinate 120,Coordinate 121,Coordinate 122,Coordinate 123,Coordinate 124,Coordinate 125,Coordinate 126,Coordinate 127,Coordinate 128
185,273,312,276,312,276,312,276,312,276,313,275,313,275,313,276,314,275,314,275,315,275,315,275,316,275,315,275,315,275,315,275,316,275,316,275,316,275,316,274,315,274,315,275,315,274,315,275,315,275,315,274,314,275,315,274,316,276,316,274,316,275,317,275,318,275,318,274,318,274,318,274,317,273,317,273,317,273,317,273,317,273,317,273,317,274,316,273,315,273,315,272,315,272,314,271,314,273,314,273,315,272,315,271,314,272,313,271,314
40,280,306,282,306,282,306,282,306,282,307,281,307,281,307,282,307,282,307,281,309,281,308,282,309,281,309,281,309,282,309,281,309,281,309,281,309,281,309,281,308,281,309,281,308,280,308,281,308,281,308,280,308,281,309,281,309,281,310,280,310,281,310,281,311,281,311,280,311,280,311,280,311,279,311,279,311,279,311,279,311,279,311,279,310,279,309,279,308,279,308,278,308,278,307,277,307,279,307,279,308,278,308,278,308,278,307,278,309
39,288,299,290,299,290,299,290,299,290,299,289,299,289,299,290,300,290,300,290,301,290,301,290,302,290,302,289,302,290,301,290,302,290,302,290,302,290,302,289,300,289,301,289,300,289,301,289,300,289,300,288,300,289,301,288,302,289,302,288,302,289,303,289,303,289,303,288,304,288,304,288,304,287,304,287,304,287,303,287,304,287,303,287,302,287,302,287,300,287,300,286,300,287,300,285,299,287,299,287,300,286,301,286,301,287,300,287,302
37,302,292,304,292,304,293,304,292,304,293,304,293,304,293,304,293,304,293,304,295,304,294,304,295,304,295,304,295,304,295,304,296,304,295,304,295,304,295,304,293,304,294,304,293,304,294,303,294,303,294,302,294,303,295,302,295,303,296,302,296,303,296,303,297,303,297,303,298,303,298,302,298,302,298,302,297,301,297,301,297,301,297,302,296,301,295,302,294,301,293,301,293,301,293,300,292,301,293,301,294,300,294,301,295,301,294,301,296
0,317,293,318,293,318,293,318,293,318,293,318,293,318,293,319,293,318,293,319,295,318,295,319,296,318,295,318,296,319,295,319,296,319,296,319,295,319,295,318,294,319,294,318,294,318,294,318,294,318,294,317,294,318,295,317,296,318,296,317,297,317,296,318,297,318,297,318,298,318,298,317,298,317,298,317,298,316,298,316,298,316,297,317,296,316,295,317,294,316,294,316,293,316,293,315,293,316,293,315,294,315,295,316,295,316,295,316,296
267,331,290,332,290,332,290,332,290,332,290,332,290,332,290,332,290,332,290,332,292,332,292,333,293,332,292,332,293,332,292,333,293,333,292,333,292,333,292,332,291,332,291,332,291,332,291,332,291,331,291,331,291,332,292,331,293,332,294,331,294,332,294,332,294,332,294,332,295,332,295,332,295,331,295,331,295,331,295,330,295,330,295,331,293,331,292,331,291,331,291,331,290,331,290,329,290,330,290,329,291,329,292,330,292,330,292,330,293
269,345,293,346,294,346,294,346,294,346,294,346,294,346,294,346,294,347,294,347,296,346,295,347,296,346,296,347,296,347,296,347,297,347,296,347,296,347,296,346,295,347,295,346,295,347,295,346,295,345,295,345,296,346,296,345,297,346,298,345,298,346,298,347,298,347,298,347,298,347,298,347,298,347,298,346,298,346,298,345,299,345,298,346,297,346,296,346,295,346,295,346,294,346,294,344,294,344,294,343,295,343,296,344,296,344,295,345,296
270,354,299,354,299,354,299,354,299,355,299,355,300,354,300,355,300,355,300,355,302,354,301,355,302,355,302,355,302,355,301,355,302,355,302,355,302,355,302,355,301,355,302,355,301,355,301,354,302,353,301,353,302,354,302,354,303,354,304,354,304,355,304,356,304,356,304,356,304,356,304,356,304,356,304,355,304,355,304,354,305,354,304,354,303,354,303,355,301,354,301,355,300,354,300,353,300,353,300,352,301,352,302,353,301,353,301,354,302
409,361,304,360,304,360,304,360,304,361,304,361,305,360,305,361,305,361,305,361,307,361,306,361,307,361,307,361,307,361,307,361,307,361,307,361,308,362,308,361,307,361,307,361,307,361,307,360,307,359,307,359,307,360,307,359,308,360,309,360,309,360,310,362,310,362,310,363,309,362,309,362,309,362,309,362,309,362,309,360,310,360,310,360,309,360,309,361,307,360,307,361,306,360,306,359,306,359,306,358,307,358,307,360,306,360,306,361,306
291,364,310,364,310,364,310,363,311,364,311,364,312,364,312,365,312,365,312,365,314,364,313,365,314,364,313,365,314,365,313,365,314,365,314,365,314,365,314,364,314,365,314,364,314,365,314,363,314,363,314,362,315,364,315,363,316,363,317,364,317,364,318,366,317,366,317,367,317,366,317,366,316,366,316,366,316,366,316,364,317,364,317,364,317,364,316,365,315,364,314,365,314,364,314,363,314,362,313,362,314,362,314,364,312,363,312,365,311
78,277,317,280,317,280,317,280,318,280,318,279,319,279,319,280,320,279,319,279,321,279,320,279,321,279,321,279,321,279,321,279,321,279,321,279,322,279,322,279,321,278,321,279,321,278,321,279,321,279,321,278,321,279,322,279,322,280,323,279,323,280,324,279,324,280,324,279,324,279,324,279,323,277,324,278,324,277,323,278,324,278,323,278,323,279,323,278,322,278,322,277,322,277,321,276,321,278,321,277,320,276,320,276,319,276,319,275,318
95,283,321,286,321,286,321,286,323,286,322,285,324,286,324,286,324,286,324,285,326,285,325,286,326,286,325,285,326,286,325,285,326,285,326,285,326,285,326,285,325,285,325,285,325,284,325,285,326,285,325,285,327,286,328,286,329,286,330,285,331,286,331,286,331,286,330,285,330,285,330,285,329,284,330,284,330,284,329,284,330,284,329,284,330,285,329,285,329,284,328,283,329,283,328,282,326,284,326,283,325,282,324,282,323,282,322,281,321
88,289,322,291,322,291,322,291,325,291,324,290,327,291,325,291,326,291,326,290,328,290,326,291,328,291,327,290,328,291,327,290,328,291,327,291,327,291,327,290,326,290,327,290,326,290,327,290,328,290,327,290,330,291,331,290,333,291,333,290,334,291,335,291,333,291,333,291,333,290,333,290,332,289,333,289,333,289,332,289,333,289,332,290,332,290,332,290,332,289,331,289,332,289,331,287,329,289,329,288,326,287,326,287,325,288,324,287,321
178,297,323,299,324,299,324,299,326,299,325,298,329,299,327,299,328,299,328,299,329,298,328,299,330,299,329,298,330,299,329,299,330,299,329,299,328,299,329,298,327,298,328,298,328,298,328,298,329,298,329,298,333,299,334,298,336,299,336,298,338,299,338,299,336,299,336,299,336,299,336,298,334,297,335,298,335,297,334,297,335,297,334,298,335,298,335,298,336,297,334,297,335,297,334,295,331,297,331,296,328,295,328,296,326,296,325,295,322
87,307,323,309,324,309,325,309,327,309,326,309,330,309,328,309,329,309,329,309,330,308,329,309,331,309,330,309,331,309,330,309,331,309,330,309,329,309,330,308,328,309,329,309,328,308,329,308,330,308,330,307,335,309,335,308,338,309,338,308,340,309,340,309,338,309,338,309,337,309,337,308,336,307,337,308,337,307,336,307,337,307,336,308,336,308,337,308,337,307,336,307,336,307,336,305,332,307,332,306,329,305,328,306,326,306,326,306,322
14,319,323,321,324,321,324,321,327,321,326,321,330,320,328,321,329,321,329,321,330,320,328,321,331,321,329,321,331,321,329,321,330,321,330,321,329,321,329,321,327,321,329,321,328,321,329,320,330,320,330,320,335,321,336,320,338,321,338,320,340,321,340,321,338,321,338,321,337,321,337,320,336,320,337,320,337,320,336,319,337,319,336,320,336,320,337,320,337,320,336,320,336,320,336,318,332,319,332,318,328,317,328,318,326,318,326,318,322
317,331,321,332,322,332,322,332,325,332,324,332,328,332,325,332,326,333,326,332,328,332,326,333,328,332,327,332,328,332,327,332,328,333,328,332,327,333,327,332,325,332,327,332,326,332,327,332,328,332,328,331,333,332,333,332,336,332,336,332,338,333,338,333,335,333,335,333,334,333,334,333,333,332,334,332,334,332,334,331,334,331,334,332,334,332,334,333,335,332,334,332,334,332,333,330,330,330,329,329,326,329,326,330,324,330,324,330,320
402,340,319,341,319,341,320,341,322,341,321,341,324,341,323,341,323,341,323,342,325,341,323,342,326,341,324,341,326,341,324,341,325,341,325,341,324,342,325,341,323,341,324,341,323,341,324,341,325,340,325,340,330,341,330,341,332,341,332,341,334,342,334,343,332,342,332,343,331,342,331,342,330,342,331,341,331,341,330,340,331,340,330,341,331,341,331,342,331,341,330,341,330,341,330,339,327,339,326,338,324,338,324,339,322,339,321,340,318
318,347,316,348,317,348,317,347,319,348,318,348,321,348,320,348,320,348,320,348,322,348,321,349,322,348,321,348,322,348,322,349,322,348,322,348,321,349,322,348,320,349,321,348,321,348,322,347,322,347,322,347,326,348,326,347,328,348,328,348,329,348,330,350,328,349,328,350,327,350,327,349,326,349,327,349,327,349,326,347,327,348,327,348,327,348,327,348,327,348,326,348,326,348,326,346,323,346,323,346,321,345,321,347,319,346,319,348,316
324,352,314,352,315,352,315,351,317,352,316,352,318,352,317,352,318,353,317,353,319,352,318,353,320,352,319,352,320,352,319,353,320,352,319,352,319,353,319,352,318,352,319,352,319,352,319,351,320,351,320,350,322,352,322,351,324,351,324,352,325,352,326,353,324,354,324,354,324,354,324,353,323,354,323,353,323,353,323,352,324,352,323,352,323,352,323,352,323,352,322,352,322,352,322,350,320,350,320,350,318,349,318,351,317,351,316,352,314
308,357,310,356,310,356,310,356,311,357,311,357,312,356,312,357,312,357,312,357,314,357,313,357,314,357,313,357,314,357,313,357,314,357,314,357,314,358,314,357,313,357,314,356,314,357,314,356,314,355,314,355,315,356,315,355,316,356,317,356,317,356,318,358,317,358,317,359,317,359,317,358,316,359,316,358,316,358,316,356,317,356,317,356,317,356,316,357,315,356,315,357,314,356,314,355,314,355,313,354,313,354,314,356,312,356,312,358,311
78,277,317,280,317,280,317,280,318,280,318,279,319,279,319,280,320,279,319,279,321,279,320,279,321,279,321,279,321,279,321,279,321,279,321,279,322,279,322,279,321,278,321,279,321,278,321,279,321,279,321,278,321,279,322,279,322,280,323,279,323,280,324,279,324,280,324,279,324,279,324,278,323,277,324,278,324,277,323,277,324,278,323,278,323,279,323,278,322,278,322,277,322,277,321,275,321,278,321,277,320,276,320,276,319,276,319,275,319
191,283,313,286,313,286,313,286,313,286,314,285,314,285,314,286,315,285,314,285,316,285,315,285,316,285,316,285,316,285,316,285,316,285,316,285,317,285,317,285,316,284,316,285,316,284,316,285,316,285,315,284,315,285,316,285,316,286,317,285,317,286,318,285,319,285,319,285,319,285,319,284,318,283,318,283,318,283,318,283,319,283,318,284,318,284,317,284,316,284,316,283,316,283,315,281,315,284,315,283,315,282,316,282,315,282,314,281,315
80,290,311,292,311,292,311,292,311,292,311,291,311,292,312,292,312,292,312,291,313,292,313,292,314,292,314,291,314,292,314,291,314,292,314,292,314,292,314,291,313,291,314,292,313,291,314,291,313,292,313,290,312,292,313,291,314,292,315,291,315,292,315,292,316,292,316,291,316,291,316,291,316,290,316,290,316,290,316,290,316,290,316,290,315,291,314,290,313,290,313,289,313,289,312,288,312,290,312,289,313,289,313,288,313,289,312,288,314
81,298,309,300,309,300,309,300,309,300,309,299,309,299,310,300,310,300,310,299,311,299,311,300,312,299,312,299,312,300,311,299,312,300,312,300,312,300,312,299,311,299,311,299,311,299,311,299,311,299,311,298,310,299,311,299,311,300,312,298,312,299,313,299,314,299,314,299,314,299,314,298,314,297,314,298,314,297,314,297,314,297,314,298,313,298,312,298,310,297,310,297,310,297,310,296,310,298,310,297,311,296,311,296,311,296,311,296,312
82,307,308,309,308,309,307,309,307,309,308,308,308,308,308,309,308,309,308,309,310,308,309,309,310,309,310,308,310,309,310,309,310,309,310,309,310,309,311,309,309,309,310,309,309,308,309,308,309,308,309,307,309,308,309,308,310,308,311,307,311,308,311,308,312,308,312,308,313,308,313,308,313,307,312,307,313,307,312,307,313,306,312,307,311,307,310,307,309,307,308,306,308,306,308,305,308,306,308,306,309,305,310,306,310,306,309,306,311
13,318,307,319,307,319,307,319,306,319,307,319,307,319,307,319,307,319,307,319,309,319,308,320,309,319,309,319,309,319,309,319,310,320,309,320,310,320,310,319,308,319,309,319,308,319,309,319,308,319,308,318,308,319,308,318,309,319,310,318,310,319,310,319,311,319,311,319,312,319,312,318,312,318,312,318,312,318,312,317,312,317,312,318,310,318,309,318,308,317,307,317,307,317,307,316,307,317,307,316,309,316,309,317,309,317,309,317,311
312,328,306,329,306,329,306,329,305,329,306,329,306,329,306,329,306,329,306,330,308,329,307,330,308,329,308,329,308,330,308,330,308,330,308,330,308,330,309,329,307,329,308,329,307,329,308,329,307,328,307,328,307,329,307,328,308,329,309,328,309,329,309,330,310,330,310,330,311,330,311,329,311,329,311,329,311,328,310,328,311,328,311,328,309,328,308,328,307,328,307,328,306,328,306,326,306,327,306,326,308,326,308,327,308,327,307,328,309
311,337,305,338,306,338,305,337,305,338,306,338,306,338,306,338,306,338,306,338,308,338,307,338,308,338,308,338,308,338,308,338,308,338,308,338,308,339,308,338,307,338,308,338,307,338,308,337,307,337,307,336,307,338,307,337,308,337,309,337,309,337,309,339,310,339,310,339,310,339,311,338,310,338,310,338,310,338,310,337,311,337,311,337,309,337,308,337,307,337,307,337,306,337,306,335,306,336,306,335,307,335,308,336,308,336,307,337,309
310,345,306,345,306,345,306,344,306,345,306,345,307,345,307,345,307,345,307,345,308,345,308,345,309,345,308,345,309,345,308,345,309,345,309,345,309,346,309,345,308,345,309,345,308,345,309,344,308,344,308,343,308,344,308,343,309,344,310,344,310,344,311,346,311,346,311,346,311,346,311,346,311,346,311,345,311,345,311,344,312,344,311,344,310,344,310,344,308,344,308,344,307,344,307,343,307,343,307,342,308,342,309,344,308,343,308,345,308
415,351,307,350,307,350,307,350,307,351,307,351,308,350,308,351,308,351,308,351,310,351,309,351,310,351,310,351,310,351,309,351,310,351,310,351,310,351,311,351,310,351,310,350,310,351,310,350,310,349,310,349,310,350,310,349,311,350,312,350,312,350,313,352,313,352,313,352,312,352,312,352,312,352,312,351,312,352,312,350,313,350,313,350,312,350,311,350,310,350,310,351,309,350,309,349,309,348,309,348,310,348,310,350,309,350,309,351,309
308,357,310,356,310,356,310,356,311,357,311,357,312,356,312,357,312,357,312,357,314,357,313,357,314,357,313,357,314,357,313,357,314,357,314,357,314,358,314,357,313,357,314,356,314,357,314,356,314,355,314,355,315,356,315,355,316,356,317,356,317,357,318,358,317,358,317,359,317,359,317,358,316,359,316,358,316,358,316,356,317,356,317,356,317,356,316,357,315,356,315,357,314,356,314,355,314,355,313,354,313,354,314,356,312,356,312,358,311
46,214,188,216,187,216,187,216,188,215,188,216,188,215,189,216,189,216,189,216,190,215,190,216,190,216,190,216,190,216,190,216,191,216,191,215,190,215,191,215,190,215,190,215,190,215,190,215,190,216,189,216,189,216,190,215,190,215,190,215,190,215,190,215,190,214,190,214,190,214,190,215,190,214,190,214,191,214,191,214,190,214,190,214,190,214,190,214,189,214,190,214,189,214,189,213,189,213,189,212,189,212,189,213,188,213,189,213,189
53,223,178,224,178,224,177,224,178,223,178,224,178,223,179,224,179,224,179,224,180,224,180,224,180,224,180,224,180,224,180,224,181,224,181,224,180,224,180,224,180,223,180,223,180,223,180,224,180,224,179,225,180,224,180,224,180,223,180,223,180,223,180,223,180,223,180,222,180,222,180,223,180,222,180,222,180,222,180,222,180,222,180,222,180,222,180,222,179,222,179,222,179,222,179,221,179,221,179,220,179,220,179,221,178,222,179,221,179
52,236,173,237,172,237,172,238,172,237,172,237,172,236,173,237,173,237,173,238,174,237,174,238,175,237,174,238,175,238,175,238,175,238,175,237,175,237,175,237,174,237,174,237,174,237,174,237,174,238,174,238,174,237,174,237,175,236,175,236,175,236,175,236,174,236,175,236,174,236,175,236,175,236,175,236,175,236,175,235,174,235,174,236,174,235,174,236,174,235,174,235,174,236,174,235,173,234,173,234,173,234,173,234,173,235,173,235,173
65,255,172,256,171,257,171,257,171,256,172,257,172,256,172,257,172,257,172,257,173,257,173,257,174,257,173,257,174,257,174,257,174,257,174,257,174,257,174,257,173,257,173,256,173,256,173,257,173,257,173,257,173,257,174,256,174,256,174,256,174,256,174,256,174,256,174,255,174,255,174,255,174,255,174,255,174,255,174,255,173,254,174,255,173,255,174,255,173,255,173,255,173,255,173,254,173,254,173,253,172,253,172,254,172,254,172,254,172
55,283,177,284,177,284,176,284,177,283,177,284,177,283,178,284,178,284,178,284,179,284,179,284,179,284,179,284,180,284,180,285,180,284,180,284,179,284,179,284,179,284,179,284,179,284,179,284,179,284,179,284,179,284,179,284,180,283,180,283,180,283,180,283,180,283,180,283,180,283,180,283,180,283,180,283,180,282,180,282,179,282,179,283,179,282,179,283,179,282,179,282,179,282,179,281,178,281,178,281,178,281,178,281,178,281,178,281,178
70,209,185,210,185,210,184,210,185,210,185,210,185,209,186,210,186,210,186,210,187,210,187,210,187,210,187,210,187,210,187,210,188,210,188,210,188,210,188,210,188,210,187,209,187,209,187,210,187,210,186,211,186,210,187,210,187,210,187,209,187,209,187,209,187,209,187,209,187,209,188,209,187,209,188,209,188,209,188,208,187,209,187,209,187,209,187,209,187,209,187,209,187,209,187,208,186,208,187,207,186,207,186,207,185,208,186,208,186
63,217,172,218,172,218,171,218,172,217,172,218,172,217,173,218,173,218,173,218,174,218,174,218,174,218,174,218,174,218,174,218,175,218,175,218,174,218,175,218,174,218,174,217,174,217,174,218,174,218,173,219,174,218,174,218,174,217,174,217,174,217,174,217,174,217,174,217,174,217,174,217,174,217,174,217,174,217,175,216,174,216,174,216,174,216,174,216,173,216,174,216,174,216,174,216,173,215,173,215,173,215,173,215,172,216,173,215,173
105,232,165,233,164,233,164,234,164,232,165,233,165,232,165,233,165,233,165,233,166,233,166,233,167,233,166,234,167,234,167,234,167,233,167,233,167,233,167,233,167,233,166,233,166,233,166,233,166,234,166,234,166,233,167,233,167,232,167,232,167,232,167,232,166,232,167,232,167,232,167,232,167,232,167,232,167,232,167,231,166,231,167,232,166,231,167,232,166,231,166,231,166,232,166,231,166,230,166,230,166,230,165,230,165,231,165,230,165
66,253,163,254,162,254,162,255,163,254,163,254,163,253,163,254,164,254,164,255,165,254,165,255,165,254,165,255,165,255,165,255,166,255,166,254,165,254,165,254,165,254,165,254,165,254,165,254,165,255,164,255,165,254,165,254,165,254,165,253,165,253,165,253,165,253,165,253,165,253,165,253,165,253,165,253,165,253,165,252,165,252,165,253,165,252,165,253,165,253,165,252,164,253,165,252,164,251,164,251,164,251,164,251,163,252,164,252,164
