Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90,Coordinate 91,Coordinate 92,Coordinate 93,Coordinate 94,Coordinate 95,Coordinate 96,Coordinate 97,Coordinate 98,Coordinate 99,Coordinate 100,Coordinate 101,Coordinate 102,Coordinate 103,Coordinate 104,Coordinate 105,Coordinate 106,Coordinate 107,Coordinate 108,Coordinate 109,Coordinate 110,Coordinate 111,Coordinate 112,Coordinate 113,Coordinate 114,Coordinate 115,Coordinate 116,Coordinate 117,Coordinate 118,Coordinate 119,Coordinate 120,Coordinate 121,Coordinate 122,Coordinate 123,Coordinate 124,Coordinate 125,Coordinate 126,Coordinate 127,Coordinate 128
4,425,246,426,247,426,246,425,246,424,245,424,245,425,244,425,245,424,244,424,243,423,243,423,243,424,244,424,243,424,244,425,245,425,244,424,244,424,243,424,244,423,241,422,241,423,240,423,240,423,240,423,239,423,239,425,240,423,239,423,240,424,241
61,370,324,370,324,370,323,371,323,370,324,371,324,371,325,372,325,372,327,371,327,372,326,373,326,375,328,374,328,373,327,373,328,373,328,373,327,371,327,371,326,370,324,370,324,371,324,371,324,371,323,371,323,371,323,371,322,369,321,369,321,367,318
146,375,333,374,332,375,332,375,332,374,333,375,333,376,333,376,334,376,336,375,337,375,335,376,334,378,337,377,336,376,337,377,337,377,337,377,337,375,336,375,335,374,334,374,334,375,333,375,334,375,332,375,333,375,331,375,331,374,329,374,328,372,325
91,382,342,381,341,382,341,382,341,381,342,381,341,382,342,383,342,382,347,381,347,381,344,381,343,383,348,383,346,382,347,382,347,382,347,382,347,380,345,381,344,380,344,380,344,381,344,381,345,381,342,381,343,381,339,382,339,381,337,380,336,380,332
181,392,352,392,351,392,350,392,350,392,352,392,351,393,351,393,352,392,358,391,358,390,354,391,353,393,359,392,357,391,358,392,359,392,358,392,358,391,356,391,355,390,354,390,354,391,355,391,356,391,352,392,353,391,348,392,349,392,345,391,344,391,340
84,407,359,407,358,407,356,407,357,406,358,406,357,407,357,407,358,406,365,405,366,404,361,405,360,407,367,406,365,405,366,406,366,406,365,406,365,405,363,405,362,405,362,404,362,406,362,405,364,406,359,406,360,406,354,407,355,406,351,406,350,406,345
17,425,360,425,359,424,358,425,358,424,360,424,359,425,359,425,359,424,367,423,368,422,363,422,362,424,369,424,367,423,368,424,369,424,367,423,367,423,364,423,364,423,363,423,364,424,364,424,366,423,361,424,362,423,355,425,356,423,352,423,351,423,346
314,442,357,441,357,441,355,441,355,441,357,441,356,441,356,441,357,441,363,440,364,438,360,438,359,441,365,440,363,440,365,440,365,440,363,440,364,440,361,439,360,441,360,440,360,441,361,442,362,440,357,441,359,440,352,441,353,440,350,439,349,439,344
405,455,350,455,349,453,348,454,348,453,349,453,349,454,348,454,349,454,355,453,356,450,352,450,351,453,357,452,355,452,356,453,356,452,355,452,355,452,353,452,352,453,352,453,352,454,352,454,353,453,349,454,350,452,345,454,346,453,343,452,342,452,337
321,464,339,463,339,462,337,462,337,462,339,461,338,462,338,462,339,461,343,460,344,458,341,458,341,460,345,460,343,460,344,460,344,460,343,459,343,460,342,459,341,461,340,461,341,462,340,462,341,461,338,462,339,461,335,462,336,461,333,461,333,461,329
